16541A0322,R161203,MATHEMATICS - III,D,3
16541A0350,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),D,3
16541A0408,R161213,DATA STRUCTURES,D,3
16541A0418,R161201,ENGLISH-II,B,3
16541A0439,R161201,ENGLISH-II,B,3
16541A0480,R161203,MATHEMATICS - III,C,3
16541A0504,R161203,MATHEMATICS - III,A,3
16541A0533,R161216,ENGINEERING MECHANICS,C,3
16541A0546,R161215,OBJECT ORIENTED PROGRAMMING THROUGH C++,D,3
