14541A0509,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,23,35,3
14541A0510,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,22,19,0
14541A0510,RT41053,MOBILE COMPUTING,23,29,3
14541A0519,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,24,34,3
14541A0520,RT41053,MOBILE COMPUTING,22,39,3
14541A0523,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,21,28,3
14541A0524,RT41053,MOBILE COMPUTING,25,31,3
14541A0525,RT41052,UML AND DESIGN PATTERNS,16,29,3
14541A0525,RT41053,MOBILE COMPUTING,11,30,3
14541A0525,RT4105B,HADOOP AND BIG DATA,18,26,3
14541A0527,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,22,28,3
14541A0529,RT41052,UML AND DESIGN PATTERNS,26,35,3
14541A0529,RT41053,MOBILE COMPUTING,20,31,3
14541A0533,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,18,24,3
14541A0533,RT41052,UML AND DESIGN PATTERNS,19,24,3
14541A0533,RT41053,MOBILE COMPUTING,18,27,3
14541A0534,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,21,21,0
14541A0534,RT41053,MOBILE COMPUTING,19,-1,0
14541A0545,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,18,33,3
14541A0546,RT41053,MOBILE COMPUTING,22,41,3
14541A0549,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,23,33,3
14545A0304,RT41033,FINITE ELEMENT METHODS,18,18,0
14545A0305,RT41033,FINITE ELEMENT METHODS,16,28,3
14545A0403,RT41042,COMPUTER NETWORKS,17,32,3
14545A0403,RT41043,DIGITAL IMAGE PROCESSING,18,28,3
14545A0403,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,17,28,3
14545A0403,RT4104M,MICROWAVE ENGINEERING LAB,15,42,2
14545A0407,RT41041,VLSI DESIGN,17,27,3
14545A0407,RT41043,DIGITAL IMAGE PROCESSING,18,9,0
14545A0407,RT4104A,OPTICAL COMMUNICATION,19,17,0
14545A0409,RT41043,DIGITAL IMAGE PROCESSING,19,8,0
14545A0409,RT4104A,OPTICAL COMMUNICATION,18,24,3
14545A0409,RT4104L,V L S I LAB,22,40,2
14545A0409,RT4104M,MICROWAVE ENGINEERING LAB,15,40,2
14545A0412,RT41043,DIGITAL IMAGE PROCESSING,18,9,0
14545A0414,RT41043,DIGITAL IMAGE PROCESSING,19,16,0
14545A0415,RT4104A,OPTICAL COMMUNICATION,18,24,3
15545A0202,RT41022,HVAC AND DC TRANSMISSION,22,37,3
15545A0202,RT41023,POWER SYSTEM OPERATION AND CONTROL,24,18,0
15545A0206,RT41022,HVAC AND DC TRANSMISSION,25,41,3
15545A0208,RT41022,HVAC AND DC TRANSMISSION,23,35,3
15545A0208,RT41023,POWER SYSTEM OPERATION AND CONTROL,19,10,0
15545A0211,RT41023,POWER SYSTEM OPERATION AND CONTROL,25,28,3
15545A0301,RT41033,FINITE ELEMENT METHODS,22,37,3
15545A0303,RT41035,MEMS,20,31,3
15545A0304,RT41033,FINITE ELEMENT METHODS,20,20,0
15545A0306,RT41033,FINITE ELEMENT METHODS,25,16,0
15545A0309,RT41033,FINITE ELEMENT METHODS,23,21,0
15545A0310,RT41033,FINITE ELEMENT METHODS,24,0,0
15545A0401,RT41041,VLSI DESIGN,19,25,3
15545A0401,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,18,21,0
15545A0401,RT41048,RADAR SYSTEMS,20,2,0
15545A0401,RT4104A,OPTICAL COMMUNICATION,20,19,0
15545A0402,RT41041,VLSI DESIGN,25,31,3
15545A0402,RT41048,RADAR SYSTEMS,24,25,3
15545A0405,RT41041,VLSI DESIGN,17,9,0
15545A0405,RT41043,DIGITAL IMAGE PROCESSING,16,8,0
15545A0405,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,16,9,0
15545A0405,RT4104A,OPTICAL COMMUNICATION,19,24,3
15545A0407,RT41043,DIGITAL IMAGE PROCESSING,25,20,0
15545A0407,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,17,35,3
15545A0411,RT41043,DIGITAL IMAGE PROCESSING,22,16,0
15545A0413,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,18,25,3
15545A0415,RT41041,VLSI DESIGN,20,24,3
15545A0415,RT41042,COMPUTER NETWORKS,20,14,0
15545A0415,RT41043,DIGITAL IMAGE PROCESSING,21,10,0
15545A0415,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,18,24,3
15545A0415,RT41048,RADAR SYSTEMS,25,28,3
15545A0415,RT4104A,OPTICAL COMMUNICATION,21,12,0
15545A0416,RT41041,VLSI DESIGN,20,24,3
15545A0416,RT41043,DIGITAL IMAGE PROCESSING,21,15,0
15545A0416,RT41048,RADAR SYSTEMS,23,33,3
15545A0417,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,16,17,0
15545A0417,RT41048,RADAR SYSTEMS,17,34,3
15545A0423,RT41041,VLSI DESIGN,21,9,0
15545A0423,RT41042,COMPUTER NETWORKS,17,7,0
15545A0423,RT41043,DIGITAL IMAGE PROCESSING,19,12,0
15545A0423,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,16,12,0
15545A0423,RT41048,RADAR SYSTEMS,23,19,0
15545A0423,RT4104A,OPTICAL COMMUNICATION,22,3,0
15545A0424,RT41041,VLSI DESIGN,24,42,3
15545A0424,RT41043,DIGITAL IMAGE PROCESSING,21,21,0
15545A0427,RT41044,COMPUTER ARCHITECTURE AND ORGANIZATION,17,17,0
15545A0427,RT41048,RADAR SYSTEMS,23,25,3
15545A0427,RT4104A,OPTICAL COMMUNICATION,23,10,0
15545A0502,RT41053,MOBILE COMPUTING,20,26,3
15545A0504,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,24,41,3
15545A0505,RT41052,UML AND DESIGN PATTERNS,21,34,3
15545A0505,RT41053,MOBILE COMPUTING,21,29,3
15545A0506,RT41051,CRYPTOGRAPHY AND NETWORK SECURITY,17,30,3
