146962,13541A0310,RT42033D,POWER PLANT ENGINEERING,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146963,14541A0304,RT42032,GREEN ENGINEERING SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146964,14541A0311,RT42032,GREEN ENGINEERING SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146965,14541A0388,RT42033D,POWER PLANT ENGINEERING,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146966,14541A0422,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146967,14541A0448,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146968,14541A0455,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146969,14541A0457,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146970,15545A0208,RT42021,DIGITAL CONTROL SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146971,15545A0215,RT42021,DIGITAL CONTROL SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146972,15545A0303,RT42032,GREEN ENGINEERING SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146973,15545A0307,RT42032,GREEN ENGINEERING SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146974,15545A0307,RT42033D,POWER PLANT ENGINEERING,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
146975,14541A0451,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTA,22,24,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Jul-2018(Marks)
