146854,14541A0363,RT31031,DYNAMICS OF MACHINERY,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146855,14541A0431,RT31041,PULSE & DIGITAL CIRCUITS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146856,15541A0319,RT31031,DYNAMICS OF MACHINERY,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146857,15541A0341,RT31031,DYNAMICS OF MACHINERY,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146858,15541A0341,RT31034,INSTRUMENTATION & CONTROL SYSTEMS,20,28,3,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146859,15541A0413,RT31045,ANTENNAS AND WAVE PROPAGATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146860,15541A0479,RT31045,ANTENNAS AND WAVE PROPAGATION,25,29,3,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146861,15541A0489,RT31043,CONTROL SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146862,15541A0560,RT31052,DATA COMMUNICATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146863,15541A0560,RT31054,DATABASE MANAGEMENT SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146864,15541A0560,RT31055,OPERATING SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146865,15541A0581,RT31051,COMPILER DESIGN,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146866,15541A0581,RT31052,DATA COMMUNICATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146867,15541A0581,RT31054,DATABASE MANAGEMENT SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146868,15545A0409,RT31041,PULSE & DIGITAL CIRCUITS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146869,15545A0409,RT31042,LINEAR INTEGRATED CIRCUIT APPLICATIONS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146870,15545A0427,RT31043,CONTROL SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146871,15545A0427,RT31045,ANTENNAS AND WAVE PROPAGATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146872,15545A0506,RT31052,DATA COMMUNICATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146873,16545A0303,RT31031,DYNAMICS OF MACHINERY,23,26,3,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146874,16545A0312,RT31031,DYNAMICS OF MACHINERY,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146875,16545A0320,RT31034,INSTRUMENTATION & CONTROL SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146876,16545A0320,RT31036,METROLOGY,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146877,16545A0502,RT31052,DATA COMMUNICATION,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146878,16545A0502,RT31053,PRINCIPLES OF PROGRAMMING LANGUAGES,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
146879,16545A0502,RT31055,OPERATING SYSTEMS,---,No Change,---,31,Results For III B.TECH I Semester Recounting/Revaluation Examinations May-2018(Marks)
