135550,14541A0310,RT42034A,NON DESTRUCTIVE EVALUATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135551,14541A0351,RT42032,GREEN ENGINEERING SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135552,14541A0374,RT42034A,NON DESTRUCTIVE EVALUATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135553,14541A0391,RT42034A,NON DESTRUCTIVE EVALUATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135554,14541A0414,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135555,14541A0418,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135556,14541A0422,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135557,14541A0431,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,26,30,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135558,14541A0451,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135559,14541A0452,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135560,14541A0454,RT42041,CELLULAR MOBILE COMMUNICATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135561,14541A0455,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135562,14541A0457,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135563,14541A0461,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,24,39,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135564,14541A0463,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135565,14541A0476,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,23,30,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135566,14541A0478,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135567,14541A0478,RT42043C,EMBEDDED SYSTEMS,24,29,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135568,14545A0412,RT42041,CELLULAR MOBILE COMMUNICATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135569,15545A0215,RT42021,DIGITAL CONTROL SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135570,15545A0402,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135571,15545A0409,RT42043C,EMBEDDED SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135572,15545A0414,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135573,15545A0420,RT42041,CELLULAR MOBILE COMMUNICATION,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135574,15545A0420,RT42042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135575,15545A0502,RT42051,DISTRIBUTED SYSTEMS,---,No Change,---,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
135576,15545A0506,RT42051,DISTRIBUTED SYSTEMS,21,26,3,42,Results For IV B.TECH II Semester Recounting/Revaluation Examinations Apr-2018(Marks)
