143802,16541A0202,R161203,MATHEMATICS - III,D,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143803,16541A0210,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143804,16541A0210,R161208,ELECTRICAL CIRCUIT ANALYSIS - I,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143805,16541A0215,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143806,16541A0215,R161208,ELECTRICAL CIRCUIT ANALYSIS - I,D,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143807,16541A0216,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143808,16541A0217,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143809,16541A0217,R161206,ENGINEERING DRAWING,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143810,16541A0217,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143811,16541A0219,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143812,16541A0219,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143813,16541A0220,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143814,16541A0220,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143815,16541A0220,R161206,ENGINEERING DRAWING,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143816,16541A0220,R161207,APPLIED PHYSICS,D,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143817,16541A0220,R161208,ELECTRICAL CIRCUIT ANALYSIS - I,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143818,16541A0221,R161206,ENGINEERING DRAWING,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143819,16541A0221,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143820,16541A0224,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143821,16541A0224,R161206,ENGINEERING DRAWING,B,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143822,16541A0224,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143823,16541A0224,R161208,ELECTRICAL CIRCUIT ANALYSIS - I,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143824,16541A0226,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143825,16541A0226,R161207,APPLIED PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143826,16541A0226,R161208,ELECTRICAL CIRCUIT ANALYSIS - I,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143827,16541A0227,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143828,16541A0227,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143829,16541A0227,R161207,APPLIED PHYSICS,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143830,16541A0302,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),C,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143831,16541A0302,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,C,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143832,16541A0306,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143833,16541A0306,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143834,16541A0306,R161204,ENGINEERING PHYSICS,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143835,16541A0307,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143836,16541A0307,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143837,16541A0310,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143838,16541A0310,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143839,16541A0310,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143840,16541A0314,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143841,16541A0314,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143842,16541A0314,R161204,ENGINEERING PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143843,16541A0314,R161210,ENGINEERING DRAWING,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143844,16541A0314,R161221,ENGLISH - COMMUNICATION SKILLS LAB - II,O,0,2,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143845,16541A0314,R161222,ENGINEERING /APPLIED  PHYSICS LAB,O,0,2,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143846,16541A0314,R161224,ENGG. WORKSHOP & IT WORKSHOP,O,0,2,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143847,16541A0315,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143848,16541A0315,R161203,MATHEMATICS - III,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143849,16541A0315,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143850,16541A0317,R161201,ENGLISH-II,ABSENT,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143851,16541A0317,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143852,16541A0318,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143853,16541A0318,R161204,ENGINEERING PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143854,16541A0318,R161210,ENGINEERING DRAWING,D,0,3,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143855,16541A0319,R161204,ENGINEERING PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143856,16541A0319,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143857,16541A0319,R161210,ENGINEERING DRAWING,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143858,16541A0323,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143859,16541A0323,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143860,16541A0323,R161204,ENGINEERING PHYSICS,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143861,16541A0323,R161209,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143862,16541A0325,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143863,16541A0330,R161202,MATHEMATICS-II (MATHEMATICAL METHODS),F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
143864,16541A0330,R161203,MATHEMATICS - III,F,0,0,12,Results For I B.TECH II Semester Regular/Supplementary Examinations May-2018(Grade)
