107314,16541A0201,R161101,ENGLISH-I,B,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107315,16541A0201,R161102,MATHEMATICS-I,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107316,16541A0201,R161106,APPLIED CHEMISTRY,B,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107317,16541A0201,R161107,COMPUTER PROGRAMMING,A,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107318,16541A0201,R161108,ENVIRONMENTAL STUDIES,B,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107319,16541A0201,R161111,ENGINEERING MECHANICS,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107320,16541A0201,R161114,ENGLISH-COMMUNICATION SKILLS LAB-I,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107321,16541A0201,R161119,C PROGRAMMING LAB,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107322,16541A0201,R161122,APPLIED/ENGINEERING CHEMISTRY LABORATORY,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107323,16541A0202,R161101,ENGLISH-I,A,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107324,16541A0202,R161102,MATHEMATICS-I,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107325,16541A0202,R161106,APPLIED CHEMISTRY,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107326,16541A0202,R161107,COMPUTER PROGRAMMING,F,0,0,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107327,16541A0202,R161108,ENVIRONMENTAL STUDIES,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107328,16541A0202,R161111,ENGINEERING MECHANICS,C,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107329,16541A0202,R161114,ENGLISH-COMMUNICATION SKILLS LAB-I,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107330,16541A0202,R161119,C PROGRAMMING LAB,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107331,16541A0202,R161122,APPLIED/ENGINEERING CHEMISTRY LABORATORY,O,0,2,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107332,16541A0203,R161101,ENGLISH-I,A,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107333,16541A0203,R161102,MATHEMATICS-I,S,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107334,16541A0203,R161106,APPLIED CHEMISTRY,B,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107335,16541A0203,R161107,COMPUTER PROGRAMMING,B,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
107336,16541A0203,R161108,ENVIRONMENTAL STUDIES,S,0,3,11,Results For I B.TECH I Semester Regular/Supplementary Examinations Nov-2016
